"","logFC","AveExpr","t","P.Value","adj.P.Val","gene_id","gene"
"ENSG00000113196",-15.7099705717114,2.52381823529961,-56.2274050399085,1.30405610263886e-16,2.96542357740077e-12,"ENSG00000113196","HAND1"
"ENSG00000125170",-5.0672339452348,7.77397493236428,-51.5651629223638,3.19653825581868e-16,3.63446399686584e-12,"ENSG00000125170","DOK4"
"ENSG00000059804",-3.60187686914508,10.9489527297466,-45.242137585909,1.61290198250109e-15,1.22257970273583e-11,"ENSG00000059804","SLC2A3"
"ENSG00000115596",-13.0188949873297,0.947026431056858,-42.9753013275878,3.50061626954058e-15,1.99010034923382e-11,"ENSG00000115596","WNT6"
"ENSG00000146674",-7.68635103698035,6.49854490330028,-40.8385194999331,5.96184991848733e-15,2.57864159729605e-11,"ENSG00000146674","IGFBP3"
"ENSG00000108511",-12.2906346721583,0.721824418524256,-40.6325651793365,6.91797129172844e-15,2.57864159729605e-11,"ENSG00000108511","HOXB6"
"ENSG00000135111",-14.6736115567953,2.37412322053409,-40.3292880446439,7.93777096792981e-15,2.57864159729605e-11,"ENSG00000135111","TBX3"
"ENSG00000143995",-11.1677283619577,0.349949751095465,-37.6041354106324,1.76704641690277e-14,5.02282944004613e-11,"ENSG00000143995","MEIS1"
"ENSG00000006377",-11.3168707815178,0.481114695513996,-37.173430044058,2.04388366625212e-14,5.1642127300637e-11,"ENSG00000006377","DLX6"
"ENSG00000095739",-5.59369392315707,6.88391989915824,-34.6498819191573,4.43791380934168e-14,9.05289768654967e-11,"ENSG00000095739","BAMBI"
"ENSG00000148175",-4.43005747790563,6.23216553271181,-34.5362080481304,4.58543083401202e-14,9.05289768654967e-11,"ENSG00000148175","STOM"
"ENSG00000103257",-2.93384652695799,10.6317038851169,-34.4129705978501,4.77725471585735e-14,9.05289768654967e-11,"ENSG00000103257","SLC7A5"
"ENSG00000159251",-4.23976844057025,7.32441909882953,-34.1930477139897,5.18372152202983e-14,9.06752518545833e-11,"ENSG00000159251","ACTC1"
"ENSG00000180447",-6.33599424616673,5.32712797006638,-33.8798454904467,5.9053545884429e-14,9.40790140588276e-11,"ENSG00000180447","GAS1"
"ENSG00000152207",-11.9136345923728,0.659963123746435,-34.0134779138999,6.20573971364298e-14,9.40790140588276e-11,"ENSG00000152207","CYSLTR2"
"ENSG00000115738",-5.39351980625997,6.25298881403887,-33.1097072972546,7.76977741521199e-14,1.104279615137e-10,"ENSG00000115738","ID2"
"ENSG00000143878",-4.98841171411304,7.50998610088029,-32.7218103635681,8.95944930940373e-14,1.19845810174024e-10,"ENSG00000143878","RHOB"
"ENSG00000120075",-9.32278688877683,-0.861131003060076,-32.3365728208106,1.10208990059602e-13,1.39230690775297e-10,"ENSG00000120075","HOXB5"
"ENSG00000115414",-5.40400356561429,8.32490317276821,-31.8332737391066,1.26250706852712e-13,1.51102161780562e-10,"ENSG00000115414","FN1"
"ENSG00000155760",3.7626832280209,7.56945916088428,31.6596150902225,1.33925169258181e-13,1.52272917446552e-10,"ENSG00000155760","FZD7"
"ENSG00000058668",-4.76947340358636,6.77136973009262,-31.4054486226701,1.48513809672402e-13,1.60819239616687e-10,"ENSG00000058668","ATP2B4"
"ENSG00000109436",-6.57996308649212,4.40988017427448,-31.2044731723194,1.63546231284469e-13,1.6904733179131e-10,"ENSG00000109436","TBC1D9"
"ENSG00000214822",-11.5337828682479,0.611454875534592,-30.9938987885457,1.94156703460104e-13,1.91961888551424e-10,"ENSG00000214822","KRT16P3"
"ENSG00000107562",-3.16035583725392,7.42486762003778,-30.4115913040858,2.19725494123141e-13,2.08189905681676e-10,"ENSG00000107562","CXCL12"
"ENSG00000152137",-5.19784580451191,5.60183955381157,-30.2707092564458,2.34473549765244e-13,2.12300476536057e-10,"ENSG00000152137","HSPB8"
"ENSG00000179348",-10.7734577367441,2.77921629686163,-30.326945415943,2.5014378531751e-13,2.12300476536057e-10,"ENSG00000179348","GATA2"
"ENSG00000137273",-9.12092523427509,-0.407583866201126,-30.142272523907,2.61263449569008e-13,2.12300476536057e-10,"ENSG00000137273","FOXF2"
"ENSG00000171345",-4.79842158462476,9.26618421142115,-29.9981776733085,2.61407798725137e-13,2.12300476536057e-10,"ENSG00000171345","KRT19"
"ENSG00000183018",-6.4820065482298,4.783963265341,-29.9474774122641,2.71176331258415e-13,2.12639647338495e-10,"ENSG00000183018","SPNS2"
"ENSG00000165556",-11.7404358355898,0.90080659641172,-30.0236394376184,2.88567076025134e-13,2.18733843627052e-10,"ENSG00000165556","CDX2"
"ENSG00000170542",-5.67367754629961,7.64147311476677,-29.5937326065063,3.11108635913332e-13,2.28213238086102e-10,"ENSG00000170542","SERPINB9"
"ENSG00000172201",-4.95104200438708,5.41319383999482,-29.289876294799,3.51212468220649e-13,2.44911353349359e-10,"ENSG00000172201","ID4"
"ENSG00000137834",-6.40876712629943,5.24185020455691,-29.2681397652337,3.59430815983286e-13,2.44911353349359e-10,"ENSG00000137834","SMAD6"
"ENSG00000173917",-11.9990714270076,0.60921098976052,-29.4609941233387,3.66182322510035e-13,2.44911353349359e-10,"ENSG00000173917","HOXB2"
"ENSG00000136167",-4.96171222186616,5.37723377097187,-29.0522227954323,3.88300269344819e-13,2.52284232140034e-10,"ENSG00000136167","LCP1"
"ENSG00000121900",-7.103795560649,4.46685800592187,-28.8416390899099,4.3472543134025e-13,2.74601564129924e-10,"ENSG00000121900","TMEM54"
"ENSG00000188042",-3.59982650213825,6.2690024306786,-28.5466188234569,4.7931696037095e-13,2.94585612941497e-10,"ENSG00000188042","ARL4C"
"ENSG00000164532",-10.143781084254,-0.122823529476535,-28.4970122067117,5.31911342729462e-13,3.18306945622841e-10,"ENSG00000164532","TBX20"
"ENSG00000106991",-5.2605163204488,5.1704979534718,-28.2309868043518,5.53836490520976e-13,3.22929276780692e-10,"ENSG00000106991","ENG"
"ENSG00000109323",-3.46846144010461,6.78534232413034,-28.1094013609044,5.79426075464069e-13,3.29403723901323e-10,"ENSG00000109323","MANBA"
"ENSG00000116016",-9.44198563814608,5.36251836339979,-28.1066687754329,6.21856705801225e-13,3.44902963168777e-10,"ENSG00000116016","EPAS1"
"ENSG00000168830",-9.20043982709864,-0.827620380211695,-27.9124746631866,6.74146335897589e-13,3.65002087578838e-10,"ENSG00000168830","HTR1E"
"ENSG00000174640",-9.65060059265805,4.44206298580854,-27.5128898767489,8.11867541685165e-13,4.29345765067922e-10,"ENSG00000174640","SLCO2A1"
"ENSG00000120093",-9.7901015844025,-0.523727540668531,-27.401469309523,8.55698179809948e-13,4.42240377474505e-10,"ENSG00000120093","HOXB3"
"ENSG00000158710",-3.42197462460619,7.68306432346744,-27.0136203849265,9.44612667138472e-13,4.77344267793974e-10,"ENSG00000158710","TAGLN2"
"ENSG00000176907",-12.0725890468719,0.743635993284702,-27.0085741547988,1.06869138672533e-12,5.2830526378552e-10,"ENSG00000176907","TCIM"
"ENSG00000111186",-8.48655694394668,3.95469493745516,-26.6730029105407,1.16296568012549e-12,5.52499309382014e-10,"ENSG00000111186","WNT5B"
"ENSG00000164683",-7.01179051711448,4.5906730013239,-26.6146763781855,1.16622545515992e-12,5.52499309382014e-10,"ENSG00000164683","HEY1"
"ENSG00000106038",-10.3036867113914,0.39378482375423,-26.5237914343889,1.28946547692305e-12,5.92952011399349e-10,"ENSG00000106038","EVX1"
"ENSG00000164120",-7.62869114851804,4.32320458865611,-26.3664193708453,1.32091588990804e-12,5.92952011399349e-10,"ENSG00000164120","HPGD"
"ENSG00000075618",-2.65659375763467,9.44272555565964,-26.2704485506695,1.32983960340223e-12,5.92952011399349e-10,"ENSG00000075618","FSCN1"
"ENSG00000241186",3.08811952316407,7.66811215443311,26.1234680624542,1.42491175191634e-12,6.23124869972647e-10,"ENSG00000241186","TDGF1"
"ENSG00000197406",-13.2135970943903,2.59911958195733,-26.276047070818,1.53159635184325e-12,6.51745689483435e-10,"ENSG00000197406","DIO3"
"ENSG00000075673",-7.02588787768912,3.7515224940552,-26.0086806041526,1.54768105682082e-12,6.51745689483435e-10,"ENSG00000075673","ATP12A"
"ENSG00000118515",-4.56050748293383,5.58478327658147,-25.8441843625036,1.63202533445449e-12,6.68167365138105e-10,"ENSG00000118515","SGK1"
"ENSG00000120149",-11.0473291164463,3.91779418947075,-26.033429176046,1.64544293965408e-12,6.68167365138105e-10,"ENSG00000120149","MSX2"
"ENSG00000181449",4.26812366970234,5.235016783737,25.6890493051109,1.75480127111132e-12,6.87630738705144e-10,"ENSG00000181449","SOX2"
"ENSG00000107485",-13.4247310736793,2.96809237110873,-25.9626230711342,1.78187695701157e-12,6.87630738705144e-10,"ENSG00000107485","GATA3"
"ENSG00000129116",-3.84421412299664,6.88852436250527,-25.6515520639939,1.78409030710657e-12,6.87630738705144e-10,"ENSG00000129116","PALLD"
"ENSG00000227300",-8.76656119215588,-0.718879753802108,-25.6997777397727,1.84480069602147e-12,6.99179463792137e-10,"ENSG00000227300","KRT16P2"
"ENSG00000144476",-6.27197622794673,4.41199165440076,-25.5686496085755,1.88901467459304e-12,7.04199896725341e-10,"ENSG00000144476","ACKR3"
"ENSG00000183779",-6.89612721649576,3.80690725096339,-25.4971283033051,1.97112984548709e-12,7.22959559457684e-10,"ENSG00000183779","ZNF703"
"ENSG00000158786",-8.89765363986414,-1.19512255868188,-25.4584790743547,2.07614196238705e-12,7.47487722573461e-10,"ENSG00000158786","PLA2G2F"
"ENSG00000142700",-9.91432435619863,0.340714013567686,-25.4587295895994,2.11640767237809e-12,7.47487722573461e-10,"ENSG00000142700","DMRTA2"
"ENSG00000106031",-7.98840842449094,-1.09393810515825,-25.362139716358,2.14004598647598e-12,7.47487722573461e-10,"ENSG00000106031","HOXA13"
"ENSG00000189120",-7.85951257662856,4.38929835604429,-25.3294069920713,2.16948943227126e-12,7.47487722573461e-10,"ENSG00000189120","SP6"
"ENSG00000136943",-4.10885645010523,7.3719058851946,-25.1279854254141,2.29910100217939e-12,7.80321743127751e-10,"ENSG00000136943","CTSV"
"ENSG00000133636",-6.21181883211867,5.13456983174077,-25.0369606649802,2.44238855304651e-12,8.13044199969566e-10,"ENSG00000133636","NTS"
"ENSG00000186767",-3.39768569549791,6.71112639585332,-24.974936922337,2.47382125270037e-12,8.13044199969566e-10,"ENSG00000186767","SPIN4"
"ENSG00000144355",-8.84770445688824,-0.619395736659397,-25.0715335972803,2.50277458214026e-12,8.13044199969566e-10,"ENSG00000144355","DLX1"
"ENSG00000112414",-5.522082512951,4.37166921156333,-24.9420101578579,2.54033597740093e-12,8.13623100367564e-10,"ENSG00000112414","ADGRG6"
"ENSG00000168209",-3.76411793717326,6.37041734811812,-24.6876029363529,2.85242651294481e-12,9.00891373671736e-10,"ENSG00000168209","DDIT4"
"ENSG00000116729",-9.17140482004424,4.83363608069442,-24.7484290882485,2.95180440501975e-12,9.11095993291635e-10,"ENSG00000116729","WLS"
"ENSG00000184304",-4.32405378128771,4.75115847571029,-24.6133897628573,2.96486822794991e-12,9.11095993291635e-10,"ENSG00000184304","PRKD1"
"ENSG00000286073",-8.86376729171316,-0.755841585532498,-24.3357021646881,3.60631564389477e-12,1.0934349032289e-09,"ENSG00000286073",NA
"ENSG00000106952",-8.68063094640529,-0.824108945865311,-24.1903397640375,3.86777897628847e-12,1.1553245805959e-09,"ENSG00000106952","TNFSF8"
"ENSG00000152952",-4.44840958140344,6.73244972500608,-24.0363057082402,3.96620036432318e-12,1.1553245805959e-09,"ENSG00000152952","PLOD2"
"ENSG00000184672",-8.99207526525418,-0.689484384483503,-24.1283646802072,4.01418864109467e-12,1.1553245805959e-09,"ENSG00000184672","RALYL"
"ENSG00000170421",-3.51981542972136,9.93892512369479,-23.9963165714813,4.03641246900092e-12,1.1553245805959e-09,"ENSG00000170421","KRT8"
"ENSG00000096696",-4.39498841086368,7.76010544454542,-23.9877933965002,4.06446642250098e-12,1.1553245805959e-09,"ENSG00000096696","DSP"
"ENSG00000125968",-4.10544081660751,7.96599227585019,-23.8599878951861,4.3340154135334e-12,1.20374138349879e-09,"ENSG00000125968","ID1"
"ENSG00000134873",-3.25237365984684,5.41232065541611,-23.8324865767936,4.38772246139535e-12,1.20374138349879e-09,"ENSG00000134873","CLDN10"
"ENSG00000133110",-8.08618442177983,3.0859082628629,-23.919069523357,4.3936031147933e-12,1.20374138349879e-09,"ENSG00000133110","POSTN"
"ENSG00000164649",3.32491276193089,5.44802325886803,23.6560692811194,4.80545337377277e-12,1.3009048776142e-09,"ENSG00000164649","CDCA7L"
"ENSG00000134107",-5.73019814477104,4.64568224201364,-23.6186864570106,4.96102695799505e-12,1.32722062382126e-09,"ENSG00000134107","BHLHE40"
"ENSG00000150593",-3.52487010131423,5.6833497939614,-23.4099027531716,5.46250869503427e-12,1.44438892703581e-09,"ENSG00000150593","PDCD4"
"ENSG00000116285",-2.90621192354222,7.07111541310633,-23.2218912445282,6.02451343592632e-12,1.57468316704557e-09,"ENSG00000116285","ERRFI1"
"ENSG00000165617",-4.36279145037961,5.85347992698085,-23.1802051006325,6.17705132698836e-12,1.59620621790586e-09,"ENSG00000165617","DACT1"
"ENSG00000204335",-10.323496858485,0.36782186466695,-23.1761277974665,6.74002957146524e-12,1.70385683973012e-09,"ENSG00000204335","SP5"
"ENSG00000169242",-7.4433830573197,3.64913430427318,-23.0754098427617,6.74349672716407e-12,1.70385683973012e-09,"ENSG00000169242","EFNA1"
"ENSG00000188176",-6.42375525861751,4.02711657928639,-22.8706041094397,7.41007356079963e-12,1.85170409640202e-09,"ENSG00000188176","SMTNL2"
"ENSG00000216753",-7.82756257720416,-1.20937666002386,-22.8726799562755,7.55831608479476e-12,1.86821856269818e-09,"ENSG00000216753","HMGA1P7"
"ENSG00000134817",-8.25461951905351,3.76307755420452,-22.5425274059794,9.09333637079759e-12,2.22346740937567e-09,"ENSG00000134817","APLNR"
"ENSG00000245848",-4.92368690421706,4.02656252523042,-22.2520349772984,1.02039641564954e-11,2.46849090339048e-09,"ENSG00000245848","CEBPA"
"ENSG00000113722",-7.89673613451763,-1.26665743291825,-22.075201130888,1.16691778268846e-11,2.77840377382397e-09,"ENSG00000113722","CDX1"
"ENSG00000124942",-6.71500200303901,5.7631116899016,-22.0328118164392,1.17294090715524e-11,2.77840377382397e-09,"ENSG00000124942","AHNAK"
"ENSG00000080503",-4.90852264476446,5.50392753224131,-21.9521454348819,1.20384651082866e-11,2.82221336662306e-09,"ENSG00000080503","SMARCA2"
"ENSG00000141526",-7.57932821216727,4.55604979827484,-21.9440386161741,1.24826966524274e-11,2.84350552905877e-09,"ENSG00000141526","SLC16A3"
"ENSG00000186832",-10.0545280445654,0.0307974589224236,-22.0252804603058,1.24869835088009e-11,2.84350552905877e-09,"ENSG00000186832","KRT16"
"ENSG00000154342",-8.96893160603179,-0.15587026479936,-21.9850552641374,1.25044218516217e-11,2.84350552905877e-09,"ENSG00000154342","WNT3A"
"ENSG00000167767",-11.297961595799,0.212797891222051,-22.0336187705893,1.27391692105257e-11,2.86820502819162e-09,"ENSG00000167767","KRT80"
"ENSG00000222014",-7.54857612494302,-1.40306223989827,-21.8428391166948,1.31996864457083e-11,2.94275362524908e-09,"ENSG00000222014","RAB6C"
"ENSG00000064999",-3.04725043486173,7.81339247414605,-21.7355792616295,1.35028418274168e-11,2.98111284616949e-09,"ENSG00000064999","ANKS1A"
"ENSG00000118777",-6.21572105278783,4.75698965756788,-21.6839292489401,1.4156693692418e-11,3.0954155246691e-09,"ENSG00000118777","ABCG2"
"ENSG00000101825",-6.41381988254915,3.53150601161311,-21.4092699234992,1.6575042245637e-11,3.58968057776938e-09,"ENSG00000101825","MXRA5"
"ENSG00000138764",-3.497340342069,5.4361723363607,-21.3346754614363,1.69467737153072e-11,3.62032104115944e-09,"ENSG00000138764","CCNG2"
"ENSG00000170689",-7.63551680758955,-1.16660618666272,-21.3927639876615,1.70349318999147e-11,3.62032104115944e-09,"ENSG00000170689","HOXB9"
"ENSG00000187479",-7.81518350961162,2.86812221360887,-21.2191121272756,1.88683158559666e-11,3.97282872745074e-09,"ENSG00000187479","C11orf96"
"ENSG00000169129",-4.8002902598138,3.71706829571594,-21.0974909933073,1.95106163102806e-11,4.0703799531723e-09,"ENSG00000169129","AFAP1L2"
"ENSG00000244067",-7.51340201648498,-1.87817580599823,-21.1323071771238,1.97350757410786e-11,4.07977838501933e-09,"ENSG00000244067","GSTA2"
"ENSG00000104332",3.06392803996872,8.25791387581457,21.0346176612184,2.01241636202188e-11,4.12273406057456e-09,"ENSG00000104332","SFRP1"
"ENSG00000167191",3.00781031735561,5.97904524212266,20.9979600732451,2.05548427248441e-11,4.17336717466924e-09,"ENSG00000167191","GPRC5B"
"ENSG00000204103",-4.59702210903533,4.44816143955749,-20.9690155484806,2.09905347682745e-11,4.22411292593419e-09,"ENSG00000204103","MAFB"
"ENSG00000011347",-4.33745596299544,6.02901124936345,-20.72520140516,2.41670612711746e-11,4.79646986697011e-09,"ENSG00000011347","SYT7"
"ENSG00000143248",-4.09917169665738,6.36915729821578,-20.7173125851594,2.4256553856709e-11,4.79646986697011e-09,"ENSG00000143248","RGS5"
"ENSG00000043039",-7.98043754451193,-0.715686437197759,-20.7613537912259,2.46709656257106e-11,4.83635998559188e-09,"ENSG00000043039","BARX2"
"ENSG00000162545",-4.79016223725082,4.86592471853703,-20.6541169711398,2.52576507807382e-11,4.8594165215948e-09,"ENSG00000162545","CAMK2N1"
"ENSG00000171631",-9.48021635536563,2.74515116417084,-20.7662326782226,2.52901333663089e-11,4.8594165215948e-09,"ENSG00000171631","P2RY6"
"ENSG00000138650",-5.49992278878219,4.52902920240273,-20.6518935989413,2.54296642950651e-11,4.8594165215948e-09,"ENSG00000138650","PCDH10"
"ENSG00000146197",-5.0315298774687,4.15461951971877,-20.586095284692,2.63332878323195e-11,4.98330861219493e-09,"ENSG00000146197","SCUBE3"
"ENSG00000144857",-4.72514805770993,4.98455061559135,-20.5709472874772,2.65162859312043e-11,4.98330861219493e-09,"ENSG00000144857","BOC"
"ENSG00000117036",-3.05755781366869,6.45592707114315,-20.4544158343016,2.82714044541119e-11,5.24387955670212e-09,"ENSG00000117036","ETV3"
"ENSG00000139874",-6.05414806807409,2.58659606673268,-20.4638423405665,2.8582809648094e-11,5.24387955670212e-09,"ENSG00000139874","SSTR1"
"ENSG00000105880",-12.619126316784,1.89476754910018,-20.6626280211791,2.85945938887891e-11,5.24387955670212e-09,"ENSG00000105880","DLX5"
"ENSG00000070961",-3.0485256881052,7.35946170622731,-20.2194106043789,3.25291240430931e-11,5.91769824591949e-09,"ENSG00000070961","ATP2B1"
"ENSG00000124006",-2.77904347517643,8.47002636216776,-20.1834015511403,3.32359320310848e-11,5.99829439989577e-09,"ENSG00000124006","OBSL1"
"ENSG00000188257",-10.578582194784,2.36577192280281,-20.2859875162206,3.43437726591507e-11,6.14942826983534e-09,"ENSG00000188257","PLA2G2A"
"ENSG00000159388",-4.88011586931634,3.24854968308663,-19.9393287904284,3.87559467004344e-11,6.88523615599904e-09,"ENSG00000159388","BTG2"
"ENSG00000179046",-3.07578289892951,6.22482969174515,-19.8838934521909,3.98507989947013e-11,7.02486177627525e-09,"ENSG00000179046","TRIML2"
"ENSG00000108375",-7.26791774532294,3.21466479691906,-19.9141690540825,4.044348888396e-11,7.07449951708654e-09,"ENSG00000108375","RNF43"
"ENSG00000196352",-3.86797660740345,5.36257903879128,-19.8451577491648,4.08561686013389e-11,7.09213186255303e-09,"ENSG00000196352","CD55"
"ENSG00000111859",-4.30262196878023,5.08969243594966,-19.7839168365319,4.24798109867995e-11,7.3026645457611e-09,"ENSG00000111859","NEDD9"
"ENSG00000140564",-2.75921071255103,7.07935829711616,-19.7702552701665,4.27112746080135e-11,7.3026645457611e-09,"ENSG00000140564","FURIN"
"ENSG00000075461",-4.13116487121236,4.12531161410454,-19.7346175971584,4.37546218128584e-11,7.40050931793876e-09,"ENSG00000075461","CACNG4"
"ENSG00000163638",-10.0181351467,3.92606128603373,-19.8604483623644,4.39344220721958e-11,7.40050931793876e-09,"ENSG00000163638","ADAMTS9"
"ENSG00000166073",4.28238902048387,5.50411375590332,19.6886171931727,4.50363499219375e-11,7.53034262665338e-09,"ENSG00000166073","GPR176"
"ENSG00000234224",-4.74379734014127,3.36816216329048,-19.5939228848147,4.78585331444695e-11,7.893995982899e-09,"ENSG00000234224","TMEM229A"
"ENSG00000081026",-3.66563690341738,5.42490375233793,-19.5854448475531,4.79055165189121e-11,7.893995982899e-09,"ENSG00000081026","MAGI3"
"ENSG00000164107",-7.55267394797206,-1.2110105681757,-19.6025693836807,4.91901045030545e-11,8.04735954244216e-09,"ENSG00000164107","HAND2"
"ENSG00000137962",-4.4855679629302,4.46581961775534,-19.4258688852496,5.30459406210537e-11,8.61617635516257e-09,"ENSG00000137962","ARHGAP29"
"ENSG00000141448",-9.14344664176459,-0.0964918806661333,-19.4957072522352,5.40793884929883e-11,8.67489737219848e-09,"ENSG00000141448","GATA6"
"ENSG00000182782",-7.16014119837225,-1.82536265092848,-19.437184375711,5.41704233444232e-11,8.67489737219848e-09,"ENSG00000182782","HCAR2"
"ENSG00000136014",5.03091212414681,5.13560375580673,19.381182300082,5.47291659142393e-11,8.70308554468392e-09,"ENSG00000136014","USP44"
"ENSG00000049089",-5.29398501537085,4.18802585495793,-19.2833158575947,5.83091230944464e-11,9.20798235533133e-09,"ENSG00000049089","COL9A2"
"ENSG00000118729",-6.87787533121876,-2.14962609786575,-19.2573618861927,6.03695334882605e-11,9.46760821740031e-09,"ENSG00000118729","CASQ2"
"ENSG00000155849",-3.4329628792656,4.82828684648521,-19.0434653981113,6.72561607210123e-11,1.0470460914442e-08,"ENSG00000155849","ELMO1"
"ENSG00000164099",-4.66476433824582,4.64013833301753,-19.0401176180064,6.76850375735699e-11,1.0470460914442e-08,"ENSG00000164099","PRSS12"
"ENSG00000189143",-3.59876418617006,5.86307892011865,-18.8142275108403,7.78826213038298e-11,1.19089841608368e-08,"ENSG00000189143","CLDN4"
"ENSG00000181291",-6.04164407978128,3.51062091549991,-18.8350473841002,7.80849896469093e-11,1.19089841608368e-08,"ENSG00000181291","TMEM132E"
"ENSG00000187634",-10.4116708567814,2.0030122992723,-18.9427025197274,7.8555304491008e-11,1.19089841608368e-08,"ENSG00000187634","SAMD11"
"ENSG00000171365",-3.13737734046636,5.37676117934554,-18.7766785958034,7.97363654706842e-11,1.20079798066448e-08,"ENSG00000171365","CLCN5"
"ENSG00000110375",-9.64583255795889,-0.0977139142482044,-18.8706788807739,8.10229421916112e-11,1.21214585884029e-08,"ENSG00000110375","UPK2"
"ENSG00000139800",3.46345089846865,5.28828664996636,18.739151996298,8.17187777248644e-11,1.21456536304798e-08,"ENSG00000139800","ZIC5"
"ENSG00000124145",-2.56480661352433,7.01684537826737,-18.7254307200537,8.2391605567738e-11,1.21661370818855e-08,"ENSG00000124145","SDC4"
"ENSG00000184557",-3.2232223060605,5.92741185704024,-18.6852008306563,8.45894910479803e-11,1.24100969447166e-08,"ENSG00000184557","SOCS3"
"ENSG00000120068",-6.91636345030897,-1.85392405894263,-18.6148083787494,9.10566685572821e-11,1.32475624752409e-08,"ENSG00000120068","HOXB8"
"ENSG00000154096",2.9022071024038,6.95764610962767,18.5643582918659,9.14629423312589e-11,1.32475624752409e-08,"ENSG00000154096","THY1"
"ENSG00000140332",-3.28433200421995,7.32217914002898,-18.5298267991734,9.35706170281494e-11,1.34670622229121e-08,"ENSG00000140332","TLE3"
"ENSG00000121207",5.20883902326857,3.86004312117092,18.4139519411866,1.01767091853601e-10,1.45546142688736e-08,"ENSG00000121207","LRAT"
"ENSG00000143217",-10.5869677325295,1.90076850410164,-18.5156175217714,1.03862137477727e-10,1.4761406289022e-08,"ENSG00000143217","NECTIN4"
"ENSG00000172469",-3.58278592752524,5.45048000511842,-18.3263715173618,1.06955241543192e-10,1.51065974701378e-08,"ENSG00000172469","MANEA"
"ENSG00000126016",-4.00666342424514,5.16290428194899,-18.2917646682232,1.09539126668246e-10,1.53578511670091e-08,"ENSG00000126016","AMOT"
"ENSG00000112782",-9.21733773805362,2.3150234845569,-18.3854584940679,1.10084861047603e-10,1.53578511670091e-08,"ENSG00000112782","CLIC5"
"ENSG00000139055",-8.0591413708367,-0.94629390653624,-18.2766499782926,1.15751293134118e-10,1.5904295678295e-08,"ENSG00000139055","ERP27"
"ENSG00000123901",-7.37058998440464,2.51434605715716,-18.256626067751,1.15939142036802e-10,1.5904295678295e-08,"ENSG00000123901","GPR83"
"ENSG00000144749",3.61654830836809,5.7915283645148,18.1907914964706,1.16984347384704e-10,1.5904295678295e-08,"ENSG00000144749","LRIG1"
"ENSG00000092051",3.98281710577524,5.20254824818986,18.1840489518866,1.17617755454324e-10,1.5904295678295e-08,"ENSG00000092051","JPH4"
"ENSG00000087085",-4.66940023492907,3.40965887572005,-18.1876360499728,1.17697312465643e-10,1.5904295678295e-08,"ENSG00000087085","ACHE"
"ENSG00000180999",-6.87465704434896,-2.0269019641291,-18.2102133129963,1.18649500969594e-10,1.5904295678295e-08,"ENSG00000180999","C1orf105"
"ENSG00000150551",-6.5010112818249,4.194557059042,-18.1991754752638,1.18897549046181e-10,1.5904295678295e-08,"ENSG00000150551","LYPD1"
"ENSG00000231870",-6.67268247253063,-2.12195950697979,-18.1855613972882,1.20257194039729e-10,1.59920970319499e-08,"ENSG00000231870","KRT17P3"
"ENSG00000140937",-3.96766769086914,5.10067699857797,-18.1298541156243,1.21922009070666e-10,1.6119223757366e-08,"ENSG00000140937","CDH11"
"ENSG00000198944",-11.112260861753,2.20953093750581,-18.1977731322894,1.29375950859486e-10,1.70058330782931e-08,"ENSG00000198944","SOWAHA"
"ENSG00000158050",-3.47443560442889,5.54816978293657,-18.0214941506119,1.30909109132398e-10,1.7108466331441e-08,"ENSG00000158050","DUSP2"
"ENSG00000134138",-11.9402545290511,1.82600406410788,-18.1921877802994,1.32023370971644e-10,1.71554940336868e-08,"ENSG00000134138","MEIS2"
"ENSG00000112343",-4.38909326684159,3.07534269620175,-17.9829197779438,1.34706073220336e-10,1.74046369604003e-08,"ENSG00000112343","TRIM38"
"ENSG00000189431",-4.34752166506803,4.11751772500357,-17.9493869728115,1.37743373535518e-10,1.76965215491395e-08,"ENSG00000189431","RASSF10"
"ENSG00000145681",-9.25391041324531,4.35554430137881,-18.013107232557,1.41017124736447e-10,1.80153338006e-08,"ENSG00000145681","HAPLN1"
"ENSG00000197376",-6.66783584757077,-2.27065421788855,-17.8377983294581,1.51763632960476e-10,1.92799162766549e-08,"ENSG00000197376",NA
"ENSG00000197122",-2.6101521631786,6.73747016526723,-17.7430711994073,1.57806036567213e-10,1.99361626196579e-08,"ENSG00000197122","SRC"
"ENSG00000164292",-5.40900519760418,6.45296086889342,-17.7377457029129,1.60041966522715e-10,2.01069299377156e-08,"ENSG00000164292","RHOBTB3"
"ENSG00000206384",-6.6362114531218,1.55789188397851,-17.7170847026255,1.64624445680571e-10,2.05690104108581e-08,"ENSG00000206384","COL6A6"
"ENSG00000149212",-3.56067216422959,6.74530106409094,-17.6562860045917,1.67535815084405e-10,2.08183848908162e-08,"ENSG00000149212","SESN3"
"ENSG00000125848",-8.32940634295528,2.38173414111635,-17.701769228716,1.70991990520775e-10,2.11323796980566e-08,"ENSG00000125848","FLRT3"
"ENSG00000124333",-2.69681900372376,5.87354095276209,-17.5935588745902,1.74726599449409e-10,2.14085997160584e-08,"ENSG00000124333","VAMP7"
"ENSG00000125378",-5.0840429753115,4.28875849017738,-17.6016582006005,1.7510991852185e-10,2.14085997160584e-08,"ENSG00000125378","BMP4"
"ENSG00000160145",-5.60753366355957,4.91919746807262,-17.5920445356001,1.77079844810861e-10,2.15336666898341e-08,"ENSG00000160145","KALRN"
